class_id,replicate,experiment_id,student_id,scenario,scenario_label,seed,model_version,day,temperature_c,thermal_performance,degree_days,cumulative_degree_days,hydration_pct,nutrient_pct,root_health_pct,plant_health_pct,host_quality_index,enemy_pressure,nymphs_modelled,apterous_adults_modelled,alate_adults_modelled,total_aphids_modelled,nymphs_observed,apterous_adults_observed,alate_adults_observed,total_aphids_observed,fecundity_per_adult,new_nymphs,matured_nymphs,alate_fraction,mortality_rate,mortality_count,alate_emigrants,lambda_from_day_0,intervention,event_note
aphidsim_tutorial,3,Baseline_03_baseline_2853,Baseline_03,baseline,Baseline mesocosm,2853,2.1.0,25,21.1,0.996,17.1,398.8,65.3,43.9,100,65,0.535,0,957.73,440.78,107.35,1505.86,982,395,102,1479,0.394,182.41,59.94,0.37,0.0882,131.01,13.48,47.058,water +32%,intervention: water +32%
aphidsim_tutorial,3,Baseline_03_baseline_2853,Baseline_03,baseline,Baseline mesocosm,2853,2.1.0,26,21,0.996,17,415.8,54.1,59.8,100,68,0.571,0,966.78,449.82,108.33,1524.93,994,456,105,1555,0.353,165.14,66.01,0.363,0.0871,132.91,13.16,47.654,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,3,Baseline_03_baseline_2853,Baseline_03,baseline,Baseline mesocosm,2853,2.1.0,27,20.4,0.999,16.4,432.2,43.2,53.7,99.8,61.7,0.497,0,950.17,450.05,106.39,1506.62,1003,492,115,1610,0.293,139.61,58.71,0.381,0.0934,144.25,13.66,47.082,,
aphidsim_tutorial,3,Baseline_03_baseline_2853,Baseline_03,baseline,Baseline mesocosm,2853,2.1.0,28,19.4,1,15.4,447.6,64.6,47.5,100,66.3,0.551,0,961.33,455.65,106.62,1523.6,1023,421,116,1560,0.347,165.61,63.29,0.368,0.0888,135.46,13.16,47.613,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,0,19.6,1,0,0,78,82,95,83.9,0.776,0,19.44,16.56,0,36,22,17,4,43,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,1,21.3,0.995,17.3,17.3,71.6,79.8,95.9,81.1,0.738,0,91.36,17.55,0.17,109.08,93,19,0,112,4.497,74.48,1.72,0.099,0.0398,1.4,0,3.03,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,2,21.5,0.993,17.5,34.8,64.9,77.4,96.8,78.1,0.699,0,165.08,23.68,1.04,189.79,165,24,1,190,4.867,85.6,7.67,0.116,0.0428,4.87,0.01,5.272,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,3,21.7,0.992,17.7,52.5,57.8,74.7,97.7,74.9,0.657,0,240.48,34,2.68,277.17,234,31,4,269,4.039,96.69,13.04,0.136,0.0462,9.23,0.08,7.699,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,4,21.5,0.993,17.5,70,50.4,71.7,98.6,71.4,0.614,0,339.84,47.49,5.18,392.51,342,49,7,398,3.755,130.19,17.82,0.161,0.0501,14.63,0.22,10.903,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,5,21.1,0.996,17.1,87.1,42.7,68.4,98.4,67.4,0.564,0,439.1,64.11,8.98,512.19,437,67,9,513,2.928,142.85,23.42,0.195,0.055,22.72,0.46,14.227,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,6,21,0.996,17,104.1,66.5,64.6,99.3,73.9,0.645,0,566.1,88.46,14.69,669.25,554,98,15,667,2.796,185.56,34.19,0.205,0.0514,27.68,0.82,18.59,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,7,21.4,0.994,17.4,121.5,57.6,60.4,100,69.4,0.588,0,699.01,114.03,22.65,835.69,731,113,22,866,2.269,209.09,40.38,0.256,0.0586,41.16,1.49,23.214,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,8,20.4,0.999,16.4,137.9,48.3,55.6,100,64.3,0.527,0,872.67,138.88,32.44,1043.99,890,139,30,1059,2.252,269.54,45.32,0.307,0.067,58.72,2.52,29,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,9,19.4,1,15.4,153.3,39,50.5,99.8,59,0.466,0,922.72,161.94,43.72,1128.38,858,160,46,1064,1.181,173.58,50.21,0.356,0.0778,85.25,3.93,31.344,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,10,19.2,1,15.2,168.5,61.3,45.1,100,64.2,0.526,0,1023.65,189.79,55.82,1269.26,1072,192,60,1324,1.366,236.19,59.32,0.352,0.0762,90.05,5.26,35.257,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,11,18.5,0.999,14.5,183,51.5,61.3,100,67.8,0.569,0,1085.18,222.63,69.43,1377.24,1161,230,64,1455,1.072,218.37,70.51,0.354,0.0781,103.65,6.74,38.257,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,12,18.3,0.998,14.3,197.3,41.7,55.6,99.8,62,0.501,0,1060.24,247.22,79.21,1386.66,1037,243,78,1358,0.598,143.48,66.13,0.375,0.0873,125.37,8.68,38.518,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,13,16.9,0.988,12.9,210.2,63.8,49.6,100,66.9,0.558,0,1098.66,274.48,88.17,1461.31,1106,290,89,1485,0.766,204.63,70.62,0.363,0.0835,120.28,9.71,40.592,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,14,17.5,0.994,13.5,223.7,53.8,65.6,100,70.3,0.6,0,1054.97,305.32,97.71,1458,1121,295,97,1513,0.452,133.88,78.51,0.356,0.0835,126.5,10.69,40.5,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,15,17.1,0.99,13.1,236.8,43.9,59.7,99.8,64.5,0.529,0,1024.49,324.17,101.4,1450.06,1114,321,103,1538,0.416,137.29,66.99,0.372,0.0885,133.08,12.16,40.279,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,16,16.6,0.984,12.6,249.4,65.9,53.7,100,69.3,0.587,0,1020.73,346.35,105.61,1472.69,1040,309,102,1451,0.458,160.22,71.08,0.359,0.084,125.24,12.34,40.908,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,17,17.5,0.994,13.5,262.9,55.9,47.7,100,63.5,0.517,0,998.36,359.29,106.31,1463.96,953,343,114,1410,0.377,140.44,63.62,0.375,0.09,135.96,13.21,40.666,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,18,17.6,0.994,13.6,276.5,45.9,63.7,100,66.9,0.558,0,986.8,374.93,107.99,1469.72,924,378,109,1411,0.385,148.66,66.84,0.366,0.0866,129.81,13.09,40.826,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,19,19.1,1,15.1,291.6,67.4,57.5,100,71.4,0.613,0,1027.26,395.43,111.28,1533.97,1063,387,108,1558,0.501,201.32,72.81,0.353,0.0826,124.06,13.01,42.61,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,20,21,0.996,17,308.6,56.2,51.4,100,65.1,0.537,0,1000.53,406.54,111.66,1518.73,1002,397,125,1524,0.333,140.84,66.82,0.372,0.0908,142.25,13.84,42.187,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,21,20.8,0.997,16.8,325.4,45.3,45.4,100,59,0.465,0,957.53,408.08,108.37,1473.98,957,402,108,1467,0.27,117.26,57.08,0.388,0.0955,147.77,14.25,40.944,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,22,22,0.99,18,343.4,65.7,61.1,100,72.3,0.625,0,1022.22,426.09,111.1,1559.41,1091,484,112,1687,0.507,220.71,71.64,0.349,0.0816,122.29,12.98,43.317,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,23,22.2,0.988,18.2,361.6,54.2,55,100,66,0.547,0,961.98,435.03,111.53,1508.54,966,419,109,1494,0.237,107.49,67.15,0.37,0.0911,144.59,13.77,41.904,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,24,21.2,0.995,17.2,378.8,43,48.9,99.8,59.7,0.473,0,962.96,434.05,107.83,1504.85,991,449,103,1543,0.334,154.83,55.84,0.385,0.0943,144.34,14.17,41.801,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,25,22.5,0.985,18.5,397.3,63.3,42.7,100,63.8,0.522,0,988.7,438.2,106.79,1533.69,984,473,103,1560,0.392,180.51,60.61,0.374,0.0905,138.21,13.46,42.602,water +32%,intervention: water +32%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,26,21.6,0.993,17.6,414.9,52,58.6,100,66.8,0.557,0,966.01,446.52,107.93,1520.45,855,460,115,1430,0.299,138.98,66.31,0.367,0.0893,139.04,13.18,42.235,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,27,20.8,0.997,16.8,431.7,40.9,52.5,99.8,60.5,0.482,0,970,445.54,105.49,1521.03,915,462,107,1484,0.337,159.37,57.11,0.384,0.0942,145.12,13.68,42.251,,
aphidsim_tutorial,4,Baseline_04_baseline_2936,Baseline_04,baseline,Baseline mesocosm,2936,2.1.0,28,20.2,0.999,16.2,447.9,62,46.4,100,64.9,0.535,0,955.42,450.3,105.73,1511.45,906,464,107,1477,0.303,143.16,62.86,0.372,0.0906,139.61,13.13,41.985,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,0,19.7,1,0,0,78,82,95,83.9,0.776,0,29.16,24.84,0,54,27,22,0,49,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,1,22.2,0.988,18.2,18.2,71.1,79.6,95.9,80.9,0.735,0,139.43,26.29,0.26,165.98,136,32,0,168,4.593,114.08,2.56,0.101,0.0398,2.11,0,3.074,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,2,22,0.99,18,36.2,64,77,96.8,77.7,0.693,0,219.47,35.45,1.67,256.58,223,34,2,259,3.724,98.16,11.58,0.124,0.0434,7.53,0.02,4.752,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,3,22.6,0.984,18.6,54.8,56.4,74.1,97.7,74.2,0.648,0,309.32,48.48,3.99,361.79,309,46,4,359,3.293,118.09,17.01,0.149,0.0474,12.75,0.13,6.7,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,4,22.3,0.987,18.3,73.1,48.3,70.8,98.6,70.3,0.6,0,429.09,64.65,7.45,501.19,420,66,7,493,3.224,159.52,22.36,0.18,0.052,19.77,0.34,9.281,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,5,21.4,0.994,17.4,90.5,40.1,67.1,98.4,66,0.548,0,542.6,83.73,12.72,639.05,580,89,12,681,2.542,169.07,28.73,0.224,0.0579,30.51,0.71,11.834,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,6,21.3,0.995,17.3,107.8,63.2,62.9,99.3,72.1,0.622,0,709.66,110.72,20.58,840.96,696,111,22,829,2.766,240.38,40.83,0.241,0.0554,37.22,1.25,15.573,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,7,21.4,0.994,17.4,125.2,53.6,58.2,100,67.1,0.561,0,845.85,138.4,31.46,1015.71,831,139,34,1004,2.022,234.23,48.39,0.301,0.0648,57.21,2.27,18.809,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,8,20.8,0.997,16.8,142,44,53.1,99.8,61.8,0.497,0,907.94,163.46,43.07,1114.48,901,160,45,1106,1.243,181.84,51.73,0.344,0.0745,79.33,3.74,20.638,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,9,19,1,15,157,66.2,47.6,100,66.8,0.557,0,1065.34,193.74,55.81,1314.89,1027,200,60,1287,1.671,291.06,61.75,0.343,0.0733,85.54,5.11,24.35,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,10,19.1,1,15.1,172.1,55.9,63.7,100,70.2,0.599,0,1132.82,231.04,71.51,1435.38,1147,235,70,1452,1.126,233.82,77.15,0.349,0.0775,106.65,6.69,26.581,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,11,18.5,0.999,14.5,186.6,45.9,57.8,100,64.4,0.529,0,1090.68,259.21,82.98,1432.87,1093,244,75,1412,0.552,137.53,72.5,0.371,0.0876,131.15,8.89,26.535,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,12,17.8,0.996,13.8,200.4,68,51.8,100,69.2,0.586,0,1077.45,289.78,93.04,1460.27,1143,303,93,1539,0.577,161.44,76.55,0.358,0.0833,123.94,10.09,27.042,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,13,17.5,0.994,13.5,213.9,58.1,45.9,100,63.4,0.517,0,1030.8,309.37,97.82,1437.99,1065,286,98,1449,0.398,124.59,67.06,0.375,0.0895,135.24,11.63,26.629,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,14,17.1,0.99,13.1,227,48,61.8,100,66.8,0.557,0,1061.75,330.28,102.08,1494.11,1170,325,102,1597,0.584,194.92,68.74,0.365,0.0855,126.78,12.03,27.669,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,15,16.8,0.987,12.8,239.8,38.1,55.9,99.8,61,0.488,0,1003.24,342.29,103.03,1448.55,1051,355,103,1509,0.31,110.4,62.26,0.383,0.093,143.03,12.92,26.825,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,16,16.3,0.979,12.3,252.1,60,49.8,100,65.7,0.544,0,1034.67,357.52,104.68,1496.88,1065,336,109,1510,0.517,190.33,64.65,0.368,0.087,129.27,12.74,27.72,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,17,17.7,0.995,13.7,265.8,50,43.8,100,59.9,0.476,0,1006.15,365.32,104.09,1475.55,910,347,108,1365,0.355,136.32,59.76,0.386,0.094,144.33,13.31,27.325,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,18,18.5,0.999,14.5,280.3,39.9,59.8,99.8,63.2,0.514,0,988.01,376.2,104.82,1469.03,1010,430,102,1542,0.365,142.75,62.85,0.376,0.0902,136.24,13.03,27.204,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,19,19.3,1,15.3,295.6,61.4,53.8,100,67.8,0.57,0,987.33,391.67,107.17,1486.17,973,394,101,1468,0.395,158.9,67.91,0.363,0.0859,128.91,12.85,27.522,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,20,20.5,0.998,16.5,312.1,50.4,47.6,100,61.7,0.496,0,1008.65,397.92,106.09,1512.67,960,384,110,1454,0.428,179.12,59.92,0.38,0.0918,139.13,13.5,28.012,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,21,21.2,0.995,17.2,329.3,39.2,63.5,99.8,64.5,0.53,0,1016.92,407.78,107.01,1531.71,947,399,113,1459,0.404,171.6,64.95,0.372,0.0903,139.35,13.21,28.365,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,22,22.4,0.986,18.4,347.7,59.5,57.3,100,68.7,0.58,0,1014,422.12,109.57,1545.68,1000,424,99,1523,0.376,163.6,70.47,0.361,0.0875,136.55,13.08,28.624,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,23,22.6,0.984,18.6,366.3,47.9,51.2,100,62.3,0.504,0,959.68,426.33,108.36,1494.37,922,421,113,1456,0.244,109.86,61.58,0.379,0.0937,147.37,13.79,27.674,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,24,22.7,0.983,18.7,385,68.1,45,100,66.4,0.552,0,984.99,434.45,108.32,1527.75,1055,405,109,1569,0.397,179.91,63.61,0.366,0.0878,133.17,13.36,28.292,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,25,22.9,0.981,18.9,403.9,56.3,60.9,100,69.1,0.586,0,975.31,445.99,109.93,1531.23,973,418,112,1503,0.328,151.3,68.66,0.36,0.0868,134.61,13.21,28.356,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,26,21.9,0.991,17.9,421.8,44.8,54.7,99.8,62.7,0.508,0,987.93,447.95,108.19,1544.07,1017,451,114,1582,0.36,170.43,60.24,0.378,0.0926,143.79,13.8,28.594,,
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,27,21.1,0.996,17.1,438.9,65.5,48.5,100,67,0.559,0,971.88,455.59,109.1,1536.57,1041,485,111,1637,0.308,146.21,66.62,0.367,0.0896,140.36,13.35,28.455,water +32%,intervention: water +32%
aphidsim_tutorial,5,Baseline_05_baseline_3019,Baseline_05,baseline,Baseline mesocosm,3019,2.1.0,28,21,0.996,17,455.9,54.4,42.4,100,60.8,0.486,0,942.16,454.01,106.54,1502.71,848,430,112,1390,0.264,127.33,57.64,0.384,0.0947,147.37,13.83,27.828,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,0,19.1,1,0,0,78,82,95,83.9,0.776,0,30.78,26.22,0,57,30,27,0,57,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,1,21.4,0.994,17.4,17.4,71.3,79.6,95.9,80.9,0.736,0,156.5,27.77,0.27,184.54,156,26,1,183,4.949,129.76,2.72,0.101,0.0399,2.22,0,3.238,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,2,21.3,0.995,17.3,34.7,64.4,76.9,96.8,77.7,0.694,0,239.04,38.12,1.9,279.06,226,39,2,267,3.699,102.96,13.05,0.127,0.0436,8.42,0.02,4.896,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,3,21,0.996,17,51.7,57.1,73.9,97.7,74.3,0.65,0,343.31,52.45,4.52,400.28,329,56,4,389,3.506,135.32,18.75,0.153,0.0476,13.94,0.15,7.023,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,4,21.5,0.993,17.5,69.2,49,70.4,98.6,70.4,0.601,0,501.87,70.37,8.59,580.83,523,74,10,607,3.79,203.04,25,0.188,0.0525,22.1,0.4,10.19,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,5,21.4,0.994,17.4,86.6,40.4,66.4,98.4,65.8,0.545,0,636.32,92.11,15.36,743.79,638,95,16,749,2.761,200.23,33.51,0.244,0.0596,36.42,0.85,13.049,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,6,20.6,0.998,16.6,103.2,63.4,61.9,99.3,71.7,0.618,0,788.51,122.39,25.56,936.46,834,125,25,984,2.5,239.84,47.63,0.267,0.0583,45.59,1.59,16.429,water +32%,intervention: water +32%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,7,20.9,0.997,16.9,120.1,53.8,57,100,66.7,0.556,0,898.76,151.52,37.85,1088.12,899,147,34,1080,1.719,221.4,53.3,0.319,0.0679,66.82,2.91,19.09,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,8,20.6,0.998,16.6,136.7,44,51.8,99.8,61.2,0.491,0,950.57,176.47,49.47,1176.51,962,167,46,1175,1.125,181.11,54.29,0.355,0.0773,88.15,4.58,20.64,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,9,19.9,1,15.9,152.6,66.1,46.3,100,66.3,0.551,0,1003.83,206.29,61.9,1272.03,1010,213,62,1285,1.033,195.04,63.7,0.351,0.0761,93.58,5.94,22.316,water +32%,intervention: water +32%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,10,18.5,0.999,14.5,167.1,56.2,62.6,100,69.8,0.594,0,1070.29,239.69,74.59,1384.57,1027,231,67,1325,0.998,221.22,71.99,0.348,0.0763,101.28,7.4,24.291,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,11,17.2,0.991,13.2,180.3,46.3,56.6,100,64.1,0.524,0,1103.24,264.57,83.63,1451.45,1151,257,84,1492,0.773,199.73,67.59,0.37,0.0858,123.61,9.25,25.464,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,12,16.8,0.987,12.8,193.1,68.3,50.6,100,68.8,0.581,0,1082.76,294.08,93.41,1470.24,1088,265,94,1447,0.547,156.19,76.09,0.36,0.0844,127.19,10.2,25.794,water +32%,intervention: water +32%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,13,16.5,0.982,12.5,205.6,58.3,44.6,100,63,0.511,0,1060.99,312.42,97.72,1471.13,1041,333,107,1481,0.472,149.87,66.05,0.377,0.0903,137.27,11.71,25.809,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,14,16.2,0.978,12.2,217.8,48.3,60.6,100,66.4,0.553,0,1025.19,332.66,102.07,1459.92,1031,347,92,1470,0.396,133.4,69.1,0.367,0.0874,132.54,12.07,25.613,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,15,16.5,0.982,12.5,230.3,38.3,54.6,99.8,60.5,0.483,0,1028.3,343.1,102.06,1473.46,1059,374,101,1534,0.459,164.3,59.47,0.383,0.0919,137.85,12.91,25.85,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,16,16.7,0.985,12.7,243,60.2,48.5,100,65.3,0.538,0,1046.05,358.53,104.36,1508.94,962,366,108,1436,0.494,181.93,65.97,0.37,0.0884,133.79,12.67,26.473,water +32%,intervention: water +32%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,17,17,0.989,13,256,50.2,42.5,100,59.4,0.47,0,1006.87,365.63,103.65,1476.15,875,344,108,1327,0.331,127.48,59.37,0.387,0.095,146.97,13.3,25.897,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,18,18.3,0.998,14.3,270.3,40.1,58.5,99.8,62.7,0.509,0,1000.17,375.87,104.25,1480.3,1015,371,104,1490,0.394,154.1,62.22,0.377,0.0907,136.95,13,25.97,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,19,18.6,0.999,14.6,284.9,61.7,52.3,100,67.3,0.564,0,1026.94,391.01,106.73,1524.68,1038,397,103,1538,0.469,188.53,67.99,0.365,0.0868,131.34,12.82,26.749,water +32%,intervention: water +32%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,20,19.9,1,15.9,300.8,50.9,46.2,100,61.2,0.491,0,1017.09,397.51,106.28,1520.88,1035,421,93,1549,0.373,155.92,61.64,0.382,0.0939,146.22,13.5,26.682,,
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,21,20.9,0.997,16.9,317.7,39.9,62.1,99.8,64.2,0.526,0,988.27,407.06,107.14,1502.47,945,379,105,1429,0.321,136.17,64.97,0.374,0.0911,141.32,13.26,26.359,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,6,Baseline_06_baseline_3102,Baseline_06,baseline,Baseline mesocosm,3102,2.1.0,22,21.5,0.993,17.5,335.2,60.5,55.9,100,68.4,0.577,0,1005.48,420.6,109.11,1535.19,971,417,115,1503,0.411,178.14,68.61,0.361,0.0865,132.32,13.1,26.933,water +32%,intervention: water +32%
